order_id,consumer_first_class,consumer_same_day,consumer_second_class,consumer_standard_class,consumer_total,corporate_first_class,corporate_same_day,corporate_second_class,corporate_standard_class,corporate_total,home_office_first_class,home_office_same_day,home_office_second_class,home_office_standard_class,home_office_total
CA-2011-120670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-120768,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-120950,0,0,0,43.68,43.68,0,0,0,0,0,0,0,0,0,0
CA-2011-121286,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-122217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-123400,0,0,0,69.48,199.296,0,0,0,0,0,0,0,0,0,0
CA-2011-123925,0,0,0,0,40.05,0,0,0,0,0,0,0,0,0,0
CA-2011-124023,0,0,0,0,8.96,0,0,0,0,0,0,0,0,0,0
CA-2011-124618,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-124688,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-125136,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-125682,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0
CA-2011-127299,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-127488,0,0,0,0,4.608,0,0,0,0,0,0,0,0,0,0
CA-2011-127614,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-128839,0,0,0,69.48,254.97,0,0,0,0,0,0,0,0,0,0
CA-2011-128846,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-129091,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-129819,0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0
CA-2011-130155,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0
CA-2011-130428,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-130918,0,0,0,0,7.632,0,0,0,0,0,0,0,0,0,0
CA-2011-131527,0,0,0,69.48,95.968,0,0,0,0,0,0,0,0,0,0
CA-2011-131541,0,0,0,0,193.152,0,0,0,0,0,0,0,0,0,0
CA-2011-131905,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-132010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-132612,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-133634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-134551,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-134621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-136336,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-136567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-136861,0,0,0,0,31.984,0,0,0,0,0,0,0,0,0,0
CA-2011-137911,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-138296,0,0,0,24.56,24.56,0,0,0,0,0,0,0,0,0,0
CA-2011-138527,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-138709,0,0,0,37.44,37.44,0,0,0,0,0,0,0,0,0,0
CA-2011-140165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-140886,0,0,0,69.216,69.216,0,0,0,0,0,0,0,0,0,0
CA-2011-142727,0,0,0,0,69.9,0,0,0,0,0,0,0,0,0,0
CA-2011-142951,0,0,0,0,23.472,0,0,0,0,0,0,0,0,0,0
CA-2011-143182,0,0,0,15.384,15.384,0,0,0,0,0,0,0,0,0,0
CA-2011-143840,0,0,0,69.48,180.93,0,0,0,0,0,0,0,0,0,0
CA-2011-145317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-145576,0,0,0,0,26.128,0,0,0,0,0,0,0,0,0,0
CA-2011-146731,0,0,0,69.48,147.344,0,0,0,0,0,0,0,0,0,0
CA-2011-146885,0,0,0,0,0,0,0,0,0,13.62,0,0,0,0,0
CA-2011-148285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-148425,0,0,0,0,0,0,0,0,0,6.642,0,0,0,0,0
CA-2011-149020,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-149538,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-149958,0,0,0,69.48,370.782,0,0,0,0,0,0,0,0,0,0
CA-2011-151953,0,0,0,0,0,0,0,0,0,2.816,0,0,0,0,0
CA-2011-151967,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-152254,0,0,0,0,310.688,0,0,0,0,0,0,0,0,0,0
CA-2011-152268,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-152562,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-152849,0,0,0,0,0,0,0,0,0,4.368,0,0,0,0,0
CA-2011-153087,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-153913,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-153927,0,0,0,0,286.65,0,0,0,0,0,0,0,0,0,0
CA-2011-154158,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-155208,0,0,0,0,0,0,0,0,0,39.072,0,0,0,0,0
CA-2011-155390,0,0,0,42.208,42.208,0,0,0,0,0,0,0,0,0,0
CA-2011-155852,0,0,0,0,19.456,0,0,0,0,0,0,0,0,0,0
CA-2011-156006,0,0,0,0,47.79,0,0,0,0,0,0,0,0,0,0
CA-2011-156244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-156790,0,0,0,0,155.456,0,0,0,0,0,0,0,0,0,0
CA-2011-157609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-157784,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-158274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-158470,0,0,0,0,129.33,0,0,0,0,0,0,0,0,0,0
CA-2011-158771,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-159184,0,0,0,69.48,149.56,0,0,0,0,0,0,0,0,0,0
CA-2011-159681,0,0,0,69.48,105.52,0,0,0,0,0,0,0,0,0,0
CA-2011-160094,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-160276,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-160773,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-161634,0,0,0,32.4,32.4,0,0,0,0,0,0,0,0,0,0
CA-2011-162775,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-163013,0,0,0,14.67,14.67,0,0,0,0,0,0,0,0,0,0
CA-2011-163223,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-163293,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-164315,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-164749,0,0,0,0,9.912,0,0,0,0,0,0,0,0,0,0
CA-2011-164910,0,0,0,0,0,0,0,0,0,7.872,0,0,0,0,0
CA-2011-165764,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-165806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-166051,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2011-166457,0,0,0,0,40.54,0,0,0,0,0,0,0,0,0,0
CA-2011-166730,0,0,0,0,39.128,0,0,0,0,0,0,0,0,0,0
CA-2011-167199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2011-167850,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-169257,0,0,0,63.381,63.381,0,0,0,0,0,0,0,0,0,0
CA-2011-169684,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2011-169775,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-100769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-100888,0,0,0,47.952,47.952,0,0,0,0,0,0,0,0,0,0
CA-2012-101868,0,0,0,69.48,175.32,0,0,0,0,0,0,0,0,0,0
CA-2012-102260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-102491,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-102582,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-102722,0,0,0,0,106.5,0,0,0,0,0,0,0,0,0,0
CA-2012-102778,0,0,0,0,18.176,0,0,0,0,0,0,0,0,0,0
CA-2012-103093,0,0,0,69.48,74.52,0,0,0,0,0,0,0,0,0,0
CA-2012-103135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-103772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-103793,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-103870,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-104038,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-104115,0,0,0,55.984,55.984,0,0,0,0,0,0,0,0,0,0
CA-2012-104241,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-104941,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-105571,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-106187,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-107678,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-108119,0,0,0,69.48,301.96,0,0,0,0,0,0,0,0,0,0
CA-2012-108259,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-109386,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-109470,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-109708,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-110247,0,0,0,8.226,8.226,0,0,0,0,0,0,0,0,0,0
CA-2012-110345,0,0,0,0,4.608,0,0,0,0,0,0,0,0,0,0
CA-2012-110947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-111199,0,0,0,69.48,115.296,0,0,0,0,0,0,0,0,0,0
CA-2012-111703,0,0,0,27.504,27.504,0,0,0,0,0,0,0,0,0,0
CA-2012-112375,0,0,0,69.48,78.192,0,0,0,0,0,0,0,0,0,0
CA-2012-113628,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-114300,0,0,0,69.48,371.66,0,0,0,0,0,0,0,0,0,0
CA-2012-114503,0,0,0,69.48,84.96,0,0,0,0,0,0,0,0,0,0
CA-2012-115091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-115847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-115938,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-116638,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-116750,0,0,0,0,0,0,0,0,0,12.158,0,0,0,0,0
CA-2012-117828,0,0,0,0,194.32,0,0,0,0,0,0,0,0,0,0
CA-2012-117884,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-118444,0,0,0,69.48,387.136,0,0,0,0,0,0,0,0,0,0
CA-2012-118843,0,0,0,69.48,199.86,0,0,0,0,0,0,0,0,0,0
CA-2012-119480,0,0,0,69.48,364.07,0,0,0,0,0,0,0,0,0,0
CA-2012-119592,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0
CA-2012-119634,0,0,0,46.152,46.152,0,0,0,0,0,0,0,0,0,0
CA-2012-120516,0,0,0,5.64,5.64,0,0,0,0,0,0,0,0,0,0
CA-2012-120621,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-120845,0,0,0,0,0,0,0,0,0,22.549,0,0,0,0,0
CA-2012-121552,0,0,0,0,0,0,0,0,0,19.56,0,0,0,0,0
CA-2012-121720,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-122168,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-122266,0,0,0,69.48,194.1395,0,0,0,0,0,0,0,0,0,0
CA-2012-123092,0,0,0,69.48,288.85,0,0,0,0,0,0,0,0,0,0
CA-2012-123330,0,0,0,69.48,107.976,0,0,0,0,0,0,0,0,0,0
CA-2012-125066,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-125563,0,0,0,69.48,121.888,0,0,0,0,0,0,0,0,0,0
CA-2012-125696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-125976,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-128027,0,0,0,0,269.49,0,0,0,0,0,0,0,0,0,0
CA-2012-128083,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-128139,0,0,0,69.48,365.91,0,0,0,0,0,0,0,0,0,0
CA-2012-128958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-129098,0,0,0,30.84,30.84,0,0,0,0,0,0,0,0,0,0
CA-2012-130218,0,0,0,0,59.48,0,0,0,0,0,0,0,0,0,0
CA-2012-131422,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-132318,0,0,0,0,182.91,0,0,0,0,0,0,0,0,0,0
CA-2012-133242,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-133396,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-133977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-134257,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-134719,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-134782,0,0,0,69.48,105.42,0,0,0,0,0,0,0,0,0,0
CA-2012-134894,0,0,0,69.48,436.86,0,0,0,0,0,0,0,0,0,0
CA-2012-134992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-135510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-136147,0,0,0,69.48,233.064,0,0,0,0,0,0,0,0,0,0
CA-2012-136224,0,0,0,0,10.272,0,0,0,0,0,0,0,0,0,0
CA-2012-137106,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-137281,0,0,0,0,0,0,0,0,0,6.48,0,0,0,0,0
CA-2012-137974,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-138457,0,0,0,13.092,13.092,0,0,0,0,0,0,0,0,0,0
CA-2012-138625,0,0,0,0,197.72,0,0,0,0,0,0,0,0,0,0
CA-2012-140718,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-140830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-141145,0,0,0,69.48,87.168,0,0,0,0,0,0,0,0,0,0
CA-2012-141327,0,0,0,0,440.144,0,0,0,0,0,0,0,0,0,0
CA-2012-141565,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-141754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-142202,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-142755,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-143119,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-143532,0,0,0,14.496,14.496,0,0,0,0,0,0,0,0,0,0
CA-2012-144288,0,0,0,19.584,19.584,0,0,0,0,0,0,0,0,0,0
CA-2012-145324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-145352,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-147011,0,0,0,0,0,0,0,0,0,13.632,0,0,0,0,0
CA-2012-147102,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-147529,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-147879,0,0,0,45.68,45.68,0,0,0,0,0,0,0,0,0,0
CA-2012-148705,0,0,0,5.04,5.04,0,0,0,0,0,0,0,0,0,0
CA-2012-149300,0,0,0,0,32.985,0,0,0,0,0,0,0,0,0,0
CA-2012-149342,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-149734,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-150308,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-150560,0,0,0,0,196.62,0,0,0,0,0,0,0,0,0,0
CA-2012-150749,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0
CA-2012-151547,0,0,0,69.48,88.96,0,0,0,0,0,0,0,0,0,0
CA-2012-151624,0,0,0,0,0,0,0,0,0,21.36,0,0,0,0,0
CA-2012-153038,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-153325,0,0,0,0,58.72,0,0,0,0,0,0,0,0,0,0
CA-2012-153535,0,0,0,69.48,169.544,0,0,0,0,0,0,0,0,0,0
CA-2012-153549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-153626,0,0,0,5.16,5.16,0,0,0,0,0,0,0,0,0,0
CA-2012-153752,0,0,0,0,173.94,0,0,0,0,0,0,0,0,0,0
CA-2012-154291,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-154746,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-154921,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-155068,0,0,0,0,78.456,0,0,0,0,0,0,0,0,0,0
CA-2012-155453,0,0,0,0,0,0,0,0,0,4.608,0,0,0,0,0
CA-2012-155600,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-155635,0,0,0,48.81,48.81,0,0,0,0,0,0,0,0,0,0
CA-2012-156328,0,0,0,69.48,177.48,0,0,0,0,0,0,0,0,0,0
CA-2012-156734,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-158148,0,0,0,36.27,36.27,0,0,0,0,0,0,0,0,0,0
CA-2012-158323,0,0,0,0,0,0,0,0,0,17.088,0,0,0,0,0
CA-2012-158421,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-160059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-160696,0,0,0,0,0,0,0,0,0,7.24,0,0,0,0,0
CA-2012-161445,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-161998,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-162201,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-162537,0,0,0,69.48,104.51,0,0,0,0,0,0,0,0,0,0
CA-2012-162761,0,0,0,50.462,50.462,0,0,0,0,0,0,0,0,0,0
CA-2012-163237,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-163923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2012-163965,0,0,0,69.48,377.902,0,0,0,0,0,0,0,0,0,0
CA-2012-164427,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-165414,0,0,0,0,47.976,0,0,0,0,0,0,0,0,0,0
CA-2012-165624,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2012-166604,0,0,0,0,0,0,0,0,0,17.94,0,0,0,0,0
CA-2012-166975,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-167696,0,0,0,31.12,31.12,0,0,0,0,0,0,0,0,0,0
CA-2012-168004,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-168459,0,0,0,58.05,58.05,0,0,0,0,0,0,0,0,0,0
CA-2012-169572,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2012-169677,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0
CA-2012-169733,0,0,0,0,9.952,0,0,0,0,0,0,0,0,0,0
CA-2012-169740,0,0,0,29.99,29.99,0,0,0,0,0,0,0,0,0,0
CA-2013-100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-101378,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
CA-2013-101469,0,0,0,7.7,7.7,0,0,0,0,0,0,0,0,0,0
CA-2013-101525,0,0,0,0,140.52,0,0,0,0,0,0,0,0,0,0
CA-2013-102092,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-102162,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-102498,0,0,0,0,73.2,0,0,0,0,0,0,0,0,0,0
CA-2013-104157,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-104276,0,0,0,69.48,447.783,0,0,0,0,0,0,0,0,0,0
CA-2013-105256,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-105662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-105753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-106558,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-106894,0,0,0,0,107.83,0,0,0,0,0,0,0,0,0,0
CA-2013-106950,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-108105,0,0,0,69.48,323.88,0,0,0,0,0,0,0,0,0,0
CA-2013-108567,0,0,0,2.694,2.694,0,0,0,0,0,0,0,0,0,0
CA-2013-108616,0,0,0,69.48,298.83,0,0,0,0,0,0,0,0,0,0
CA-2013-109344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-109407,0,0,0,0,0,0,0,0,0,31.36,0,0,0,0,0
CA-2013-109722,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-109743,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-109911,0,0,0,0,0,0,0,0,0,10.96,0,0,0,0,0
CA-2013-110254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-110492,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-111409,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
CA-2013-111605,0,0,0,2.61,2.61,0,0,0,0,0,0,0,0,0,0
CA-2013-112102,0,0,0,69.48,448.81,0,0,0,0,0,0,0,0,0,0
CA-2013-112277,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-112676,0,0,0,0,0,0,0,0,0,14.352,0,0,0,0,0
CA-2013-112697,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-113236,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-113292,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-113733,0,0,0,69.48,334.256,0,0,0,0,0,0,0,0,0,0
CA-2013-113747,0,0,0,69.48,185.88,0,0,0,0,0,0,0,0,0,0
CA-2013-113831,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-113845,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-114713,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-115504,0,0,0,0,0,0,0,0,0,12.96,0,0,0,0,0
CA-2013-116232,0,0,0,24.066,24.066,0,0,0,0,0,0,0,0,0,0
CA-2013-116764,0,0,0,0,0,0,0,0,0,9.216,0,0,0,0,0
CA-2013-116918,0,0,0,0,36.364,0,0,0,0,0,0,0,0,0,0
CA-2013-117604,0,0,0,69.48,239.5,0,0,0,0,0,0,0,0,0,0
